id,dt,crystals
33,2023-06-16,3
33,2023-06-20,4
33,2023-06-27,3
34,2023-12-29,1
34,2023-12-30,3
34,2024-01-03,9
34,2024-01-04,10
34,2024-01-17,8
34,2024-01-27,3
34,2024-02-04,7
34,2024-02-09,3
34,2024-02-10,5
34,2024-02-19,4
34,2024-03-01,0
34,2024-03-10,3
34,2024-03-15,3
34,2024-03-19,1
34,2024-03-25,7
35,2023-08-31,5
35,2023-09-04,4
35,2023-09-05,4
35,2023-09-10,5
35,2023-09-15,8
35,2023-09-22,7
35,2023-09-24,7
35,2023-10-03,1
35,2023-10-12,7
35,2023-10-14,5
35,2023-10-21,3
35,2023-10-27,5
35,2023-11-02,5
35,2023-11-03,6
35,2023-11-12,0
36,2023-06-26,6
36,2023-07-12,9
36,2023-07-13,3
36,2023-07-19,7
36,2023-07-22,8
36,2023-07-23,10
36,2023-07-27,10
36,2023-07-31,5
36,2023-08-05,4
36,2023-08-16,7
36,2023-09-02,10
36,2023-09-04,7
36,2023-09-06,7
36,2023-09-24,2
36,2023-09-26,5
37,2023-05-23,6
37,2023-05-27,2
37,2023-05-29,10
37,2023-05-30,3
37,2023-06-01,1
37,2023-06-09,2
37,2023-06-13,0
37,2023-06-15,3
37,2023-07-24,8
37,2023-07-29,7
37,2023-07-31,5
37,2023-08-13,0
37,2023-08-16,9
37,2023-08-23,10
37,2023-08-28,10
38,2023-03-21,10
38,2023-03-22,6
38,2023-03-23,2
38,2023-04-25,1
38,2023-04-26,1
38,2023-05-12,8
38,2023-05-21,2
38,2023-05-22,3
38,2023-05-24,3
38,2023-05-27,9
38,2023-05-28,8
38,2023-05-30,4
38,2023-06-07,5
38,2023-06-13,4
38,2023-06-21,6
39,2023-04-25,6
39,2023-05-01,8
39,2023-05-02,7
39,2023-05-19,0
39,2023-05-22,10
39,2023-05-29,0
39,2023-06-07,2
39,2023-06-08,1
39,2023-06-11,7
39,2023-06-18,6
39,2023-07-02,10
39,2023-07-13,5
39,2023-07-17,9
39,2023-07-19,1
39,2023-07-27,8
40,2023-06-26,0
40,2023-06-27,3
40,2023-07-01,9
40,2023-07-14,2
40,2023-07-19,6
40,2023-07-21,1
40,2023-07-26,4
40,2023-07-27,2
40,2023-08-01,9
40,2023-08-21,3
40,2023-08-30,9
40,2023-09-02,6
40,2023-09-14,10
40,2023-09-17,8
40,2023-09-18,5
41,2023-02-28,5
41,2023-03-03,9
41,2023-03-04,9
41,2023-03-06,9
41,2023-03-11,6
41,2023-03-23,5
41,2023-04-07,0
41,2023-04-12,10
41,2023-04-18,4
41,2023-04-27,7
41,2023-05-21,7
41,2023-05-25,3
41,2023-05-27,5
41,2023-05-28,8
41,2023-05-29,6
42,2023-02-26,6
42,2023-02-27,10
42,2023-03-08,2
42,2023-03-12,6
42,2023-03-20,5
42,2023-03-23,5
42,2023-03-26,1
42,2023-04-06,1
42,2023-04-13,0
42,2023-05-02,4
42,2023-05-07,7
42,2023-05-12,5
42,2023-05-15,4
42,2023-05-19,1
42,2023-05-26,2
43,2023-07-15,4
43,2023-07-17,6
43,2023-07-25,6
43,2023-07-27,1
43,2023-08-06,8
43,2023-08-24,3
43,2023-08-28,9
43,2023-09-01,8
43,2023-09-04,2
43,2023-09-07,10
43,2023-09-09,6
43,2023-09-17,2
43,2023-09-22,2
43,2023-09-23,4
43,2023-09-28,4
44,2023-02-27,10
44,2023-02-28,7
44,2023-03-09,9
44,2023-03-12,9
44,2023-03-22,3
44,2023-03-23,7
44,2023-03-25,1
44,2023-03-26,2
44,2023-03-29,4
44,2023-04-06,0
44,2023-04-13,6
44,2023-04-15,5
44,2023-04-21,9
44,2023-04-23,6
44,2023-05-22,5
45,2023-07-20,5
45,2023-07-25,4
45,2023-07-28,10
45,2023-08-10,7
45,2023-08-12,9
45,2023-08-13,3
45,2023-08-14,5
45,2023-08-22,6
45,2023-08-27,4
45,2023-08-28,6
45,2023-09-02,5
45,2023-09-17,1
45,2023-09-18,9
45,2023-09-24,3
45,2023-09-29,9
46,2023-06-29,10
46,2023-07-04,7
46,2023-07-19,2
46,2023-07-22,10
46,2023-08-02,4
46,2023-08-17,3
46,2023-08-21,4
46,2023-08-24,10
46,2023-09-03,2
46,2023-09-04,6
46,2023-09-21,6
46,2023-09-22,1
46,2023-09-24,7
46,2023-09-27,9
46,2023-10-02,7
47,2023-11-10,3
47,2023-11-16,10
47,2023-11-19,10
47,2023-12-22,5
47,2023-12-27,2
47,2023-12-29,10
47,2024-01-09,9
47,2024-01-13,0
47,2024-01-14,9
47,2024-01-19,10
47,2024-01-21,10
47,2024-01-26,10
47,2024-02-02,6
47,2024-02-03,5
47,2024-02-12,6
48,2023-05-17,7
48,2023-05-28,10
48,2023-05-29,9
48,2023-06-13,8
48,2023-06-18,2
48,2023-07-02,5
48,2023-07-05,0
48,2023-07-12,7
48,2023-07-20,1
48,2023-07-21,4
48,2023-07-26,6
48,2023-07-28,1
48,2023-07-29,1
48,2023-08-12,2
48,2023-08-19,5
49,2023-01-31,4
49,2023-02-04,0
49,2023-02-18,1
49,2023-03-03,0
49,2023-03-04,5
49,2023-03-07,10
49,2023-03-08,1
49,2023-03-20,10
49,2023-03-21,2
49,2023-03-22,3
49,2023-03-24,8
49,2023-03-25,2
49,2023-03-30,8
49,2023-04-22,2
49,2023-04-25,5
50,2023-08-27,7
50,2023-09-16,9
50,2023-09-18,6
50,2023-09-22,6
50,2023-10-13,0
50,2023-10-14,3
50,2023-10-17,3
50,2023-10-18,4
50,2023-10-22,1
50,2023-11-03,9
50,2023-11-10,1
50,2023-11-12,8
50,2023-11-13,2
50,2023-11-16,5
50,2023-11-26,5
51,2023-10-16,5
51,2023-10-27,7
51,2023-11-04,9
51,2023-11-11,2
51,2023-11-15,10
51,2023-11-20,4
51,2023-11-21,9
51,2023-11-29,9
51,2023-12-03,1
51,2023-12-08,10
51,2023-12-16,2
51,2023-12-17,5
51,2023-12-19,1
51,2023-12-22,3
51,2023-12-26,4
52,2023-03-19,10
52,2023-03-22,2
52,2023-03-23,8
52,2023-03-28,2
52,2023-04-21,7
52,2023-04-23,4
52,2023-04-27,2
52,2023-04-28,2
52,2023-05-06,5
52,2023-05-09,7
52,2023-05-12,9
52,2023-05-17,0
52,2023-05-20,5
52,2023-05-25,0
52,2023-06-01,7
53,2023-07-23,9
53,2023-07-30,0
53,2023-08-03,3
53,2023-08-06,4
53,2023-08-31,0
53,2023-09-03,4
53,2023-09-04,3
53,2023-09-07,8
53,2023-09-13,4
53,2023-09-14,2
53,2023-09-15,7
53,2023-09-22,9
53,2023-10-04,7
53,2023-10-08,8
53,2023-10-11,8
54,2023-02-15,10
54,2023-02-23,3
54,2023-02-24,4
54,2023-03-09,0
54,2023-03-16,7
54,2023-03-28,4
54,2023-04-05,5
54,2023-04-07,1
54,2023-04-20,7
54,2023-04-24,1
54,2023-05-13,3
54,2023-05-15,3
54,2023-05-17,9
54,2023-05-18,5
54,2023-05-20,9
55,2023-10-17,4
55,2023-10-27,9
55,2023-10-31,4
55,2023-11-05,8
55,2023-11-14,10
55,2023-11-16,1
55,2023-11-20,2
55,2023-11-23,6
55,2023-12-03,0
55,2023-12-17,4
55,2023-12-21,10
55,2023-12-25,2
55,2023-12-27,2
55,2023-12-29,3
55,2024-01-08,2
56,2023-06-09,10
56,2023-06-18,1
56,2023-07-01,6
56,2023-07-04,8
56,2023-07-11,4
56,2023-07-18,5
56,2023-07-20,7
56,2023-07-23,7
56,2023-07-27,5
56,2023-08-01,9
56,2023-08-12,0
56,2023-08-19,1
56,2023-08-25,7
56,2023-08-30,10
56,2023-09-05,10
57,2023-11-26,9
57,2023-12-04,7
57,2023-12-15,5
57,2023-12-22,10
57,2023-12-24,0
57,2023-12-29,0
57,2023-12-31,1
57,2024-01-02,10
57,2024-01-07,7
57,2024-01-11,0
57,2024-01-20,1
57,2024-01-25,2
57,2024-01-27,7
57,2024-01-30,7
57,2024-02-15,0
58,2023-11-23,0
58,2023-11-24,6
58,2023-11-29,10
58,2023-12-03,4
58,2023-12-04,3
58,2023-12-08,6
58,2023-12-15,10
58,2023-12-18,1
58,2023-12-21,1
58,2023-12-29,0
58,2023-12-30,3
58,2024-01-06,7
58,2024-02-04,1
58,2024-02-06,2
58,2024-02-09,9
59,2023-07-06,1
59,2023-07-14,1
59,2023-07-20,1
59,2023-07-21,5
59,2023-08-02,5
59,2023-08-03,4
59,2023-08-17,2
59,2023-08-23,6
59,2023-08-28,2
59,2023-08-30,10
59,2023-09-04,10
59,2023-09-09,2
59,2023-09-30,1
59,2023-10-01,8
59,2023-10-02,9
60,2023-10-24,2
60,2023-11-03,1
60,2023-11-04,9
60,2023-11-11,6
60,2023-11-13,5
60,2023-11-19,6
60,2023-12-06,5
60,2023-12-14,2
60,2023-12-18,3
60,2024-01-09,4
60,2024-01-11,10
60,2024-01-14,1
60,2024-01-18,3
60,2024-01-23,8
60,2024-01-26,9
61,2023-04-12,4
61,2023-05-03,10
61,2023-05-05,0
61,2023-05-15,3
61,2023-05-17,7
61,2023-05-29,6
61,2023-06-13,1
61,2023-06-14,3
61,2023-06-24,7
61,2023-06-25,10
61,2023-07-02,9
61,2023-07-06,1
61,2023-07-10,8
61,2023-07-13,0
61,2023-07-17,5
62,2023-12-29,1
62,2024-01-05,0
62,2024-01-12,4
62,2024-01-18,3
62,2024-02-05,0
62,2024-02-11,0
62,2024-02-14,6
62,2024-02-18,8
62,2024-02-25,4
62,2024-03-05,10
62,2024-03-08,8
62,2024-03-11,6
62,2024-03-23,6
62,2024-04-02,6
62,2024-04-03,1
63,2023-02-15,10
63,2023-02-24,1
63,2023-03-03,4
63,2023-03-12,6
63,2023-03-16,3
63,2023-03-18,0
63,2023-03-27,3
63,2023-04-11,1
63,2023-04-14,6
63,2023-04-21,1
63,2023-04-24,7
63,2023-04-27,9
63,2023-04-29,9
63,2023-05-03,0
63,2023-05-13,4
64,2023-01-25,2
64,2023-02-08,5
64,2023-02-10,2
64,2023-02-13,4
64,2023-02-15,1
64,2023-02-26,0
64,2023-03-09,5
64,2023-03-28,6
64,2023-03-31,4
64,2023-04-18,8
64,2023-04-19,1
64,2023-04-23,4
64,2023-04-24,9
64,2023-04-26,10
64,2023-04-28,1
65,2023-12-12,1
65,2023-12-18,3
65,2023-12-25,8
65,2023-12-26,0
65,2024-01-06,0
65,2024-01-20,0
65,2024-01-21,3
65,2024-02-01,0
65,2024-02-06,7
65,2024-02-08,5
65,2024-02-15,6
65,2024-02-16,2
65,2024-02-29,2
65,2024-03-06,0
65,2024-03-12,8
66,2023-05-06,10
66,2023-05-12,0
66,2023-05-25,2
66,2023-05-28,3
66,2023-05-31,8
66,2023-06-06,0
66,2023-06-07,6
66,2023-06-13,1
66,2023-06-19,7
66,2023-06-30,4
66,2023-07-09,4
66,2023-07-19,5
66,2023-07-27,1
66,2023-07-28,8
66,2023-07-30,7
67,2023-05-30,8
67,2023-06-23,3
67,2023-06-29,2
67,2023-07-05,0
67,2023-07-06,6
67,2023-07-15,0
67,2023-07-27,3
67,2023-07-31,8
67,2023-08-09,5
67,2023-08-12,10
67,2023-08-16,0
67,2023-08-30,5
67,2023-08-31,0
67,2023-09-04,10
67,2023-09-05,6
68,2023-02-15,3
68,2023-02-17,8
68,2023-02-21,6
68,2023-02-23,5
68,2023-02-28,7
68,2023-03-08,1
68,2023-03-12,9
68,2023-03-17,1
68,2023-03-21,8
68,2023-04-04,2
68,2023-04-13,10
68,2023-04-18,6
68,2023-05-12,1
68,2023-05-14,9
68,2023-05-15,9
69,2023-05-07,1
69,2023-05-16,3
69,2023-05-29,2
69,2023-05-30,9
69,2023-06-02,1
69,2023-06-03,2
69,2023-06-06,1
69,2023-06-09,2
69,2023-06-10,7
69,2023-06-19,7
69,2023-06-24,5
69,2023-06-26,6
69,2023-07-23,1
69,2023-07-28,8
69,2023-08-02,5
70,2023-02-26,3
70,2023-03-04,5
70,2023-03-08,2
70,2023-03-13,1
70,2023-03-19,3
70,2023-03-26,5
70,2023-03-31,6
70,2023-04-01,8
70,2023-04-19,0
70,2023-04-21,10
70,2023-05-09,4
70,2023-05-19,4
70,2023-05-21,2
70,2023-05-22,0
70,2023-05-30,6
71,2023-07-15,3
71,2023-07-21,6
71,2023-07-26,5
71,2023-07-27,10
71,2023-07-29,10
71,2023-07-30,10
71,2023-07-31,1
71,2023-08-11,9
71,2023-08-14,9
71,2023-09-09,4
71,2023-09-11,1
71,2023-09-22,0
71,2023-09-23,1
71,2023-10-17,3
71,2023-10-21,10
72,2023-05-26,6
72,2023-05-28,10
72,2023-05-29,6
72,2023-06-03,2
72,2023-06-07,5
72,2023-06-08,3
72,2023-06-13,2
72,2023-07-04,4
72,2023-07-12,4
72,2023-07-17,7
72,2023-07-18,2
72,2023-07-21,0
72,2023-07-25,9
72,2023-08-04,9
72,2023-08-23,9
73,2023-08-28,3
73,2023-09-01,10
73,2023-09-07,8
73,2023-09-15,0
73,2023-09-21,6
73,2023-09-25,5
73,2023-09-27,7
73,2023-10-09,8
73,2023-10-12,7
73,2023-10-13,5
73,2023-10-21,9
73,2023-10-23,8
73,2023-10-27,5
73,2023-10-30,6
73,2023-11-11,4
74,2023-11-25,1
74,2023-11-29,3
74,2023-12-12,10
74,2023-12-15,3
74,2023-12-20,4
74,2023-12-21,8
74,2023-12-27,0
74,2024-01-01,3
74,2024-01-06,9
74,2024-01-21,6
74,2024-01-28,5
74,2024-02-04,2
74,2024-02-06,2
74,2024-02-28,3
74,2024-02-29,9
75,2023-07-09,0
75,2023-07-24,1
75,2023-07-28,0
75,2023-07-30,3
75,2023-08-14,9
75,2023-08-15,3
75,2023-08-20,0
75,2023-09-06,8
75,2023-09-07,7
75,2023-09-13,0
75,2023-09-16,5
75,2023-09-19,9
75,2023-10-03,3
75,2023-10-04,2
75,2023-10-08,5
76,2023-03-27,6
76,2023-04-01,9
76,2023-04-03,1
76,2023-04-08,5
76,2023-04-12,4
76,2023-04-16,5
76,2023-05-05,2
76,2023-05-10,2
76,2023-05-11,6
76,2023-05-31,10
76,2023-06-08,7
76,2023-06-17,10
76,2023-06-23,5
76,2023-06-24,2
76,2023-07-02,8
77,2023-07-09,6
77,2023-07-25,9
77,2023-07-31,0
77,2023-08-06,2
77,2023-08-15,9
77,2023-08-17,5
77,2023-08-23,9
77,2023-08-26,3
77,2023-09-20,10
77,2023-09-22,9
77,2023-09-25,1
77,2023-10-02,7
77,2023-10-05,2
77,2023-10-06,5
77,2023-10-10,1
78,2023-07-02,1
78,2023-07-12,5
78,2023-07-22,4
78,2023-07-27,1
78,2023-07-31,0
78,2023-08-01,0
78,2023-08-03,6
78,2023-08-10,7
78,2023-08-12,6
78,2023-08-14,2
78,2023-08-27,6
78,2023-09-20,7
78,2023-09-24,6
78,2023-09-29,5
78,2023-10-02,8
79,2023-04-20,4
79,2023-04-22,1
79,2023-04-27,1
79,2023-04-30,5
79,2023-05-08,2
79,2023-05-16,6
79,2023-05-25,2
79,2023-05-28,1
79,2023-06-05,8
79,2023-06-14,1
79,2023-06-18,5
79,2023-06-30,9
79,2023-07-10,9
79,2023-07-14,7
79,2023-07-24,0
80,2023-12-16,8
80,2023-12-22,4
80,2023-12-30,10
80,2023-12-31,4
80,2024-01-03,4
80,2024-01-05,3
80,2024-01-21,1
80,2024-01-31,0
80,2024-02-03,6
80,2024-02-18,9
80,2024-02-25,8
80,2024-03-02,7
80,2024-03-08,2
80,2024-03-11,0
80,2024-03-12,5
81,2023-05-17,7
81,2023-05-20,1
81,2023-05-27,4
81,2023-05-28,6
81,2023-05-29,7
81,2023-06-07,7
81,2023-06-11,10
81,2023-06-12,4
81,2023-06-23,1
81,2023-07-10,10
81,2023-07-17,8
81,2023-08-01,6
81,2023-08-05,2
81,2023-08-06,5
81,2023-08-09,6
82,2023-12-31,1
82,2024-01-02,1
82,2024-01-14,10
82,2024-01-18,5
82,2024-01-23,8
82,2024-01-28,6
82,2024-01-29,9
82,2024-02-11,3
82,2024-02-20,8
82,2024-02-21,0
82,2024-02-23,6
82,2024-03-07,8
82,2024-03-20,6
82,2024-03-24,8
82,2024-03-31,10
83,2023-12-20,7
83,2023-12-26,2
83,2023-12-31,2
83,2024-01-03,3
83,2024-01-15,3
83,2024-01-23,2
83,2024-02-04,0
83,2024-02-14,6
83,2024-02-18,1
83,2024-02-20,10
83,2024-02-27,6
83,2024-03-04,3
83,2024-03-11,10
83,2024-03-16,2
83,2024-03-21,9
84,2023-11-29,9
84,2023-12-06,9
84,2023-12-09,8
84,2023-12-31,6
84,2024-01-02,1
84,2024-01-07,6
84,2024-01-08,2
84,2024-01-16,2
84,2024-01-17,9
84,2024-01-25,9
84,2024-02-02,9
84,2024-02-06,1
84,2024-02-07,1
84,2024-02-25,9
84,2024-02-29,1
85,2023-02-10,2
85,2023-02-28,9
85,2023-03-11,9
85,2023-03-13,10
85,2023-03-14,6
85,2023-03-22,0
85,2023-03-27,6
85,2023-03-29,5
85,2023-03-30,3
85,2023-04-07,0
85,2023-04-09,7
